pixel,F_AREA,code
29284.75,29278.55188,370812101014
78889.5,78887.78501,370812101015
3945.5,3948.56442,370812101015
2616,2615.793835,370812101015
7151.75,7146.976061,370812101015
74313.75,74306.76018,370812101015
27538.25,27538.11795,370812101015
3292.25,3292.638697,370812101015
3319.75,3318.615382,370812101015
5147.75,5144.597139,370812101015
3517.25,3516.322899,370812101015
243.5,249.6833372,370812101015
15974.5,15973.70119,370812101015
2229,2228.145342,370812101015
448.75,444.0376782,370812101015
145.5,145.5649575,370812101015
398.75,399.0561641,370812101015
528.5,528.6710339,370812101015
375,375.4689981,370812101015
6820.75,6819.420453,370812101015
7179.75,7180.687802,370812101015
1590.5,1588.675719,370812101015
1498.25,1500.819733,370812101015
1646.75,1636.973808,370812101015
1621,1620.769391,370812101015
781,774.4387609,370812101015
1095.5,1097.62046,370812101015
2879,2878.119851,370812101015
2852.25,2849.089833,370812101015
20702.25,20705.97954,370812101015
8600.5,8601.023354,370812101015
22770.25,22768.89232,370812101015
21477.25,21486.92829,370812101015
73372.25,73369.77149,370812101015
522,521.6754248,370812101015
7950.75,7951.054376,370812101015
9076,9079.985654,370812101015
6756,6738.962453,370812101015
905,904.5607536,370812101015
1793.5,1786.681216,370812101015
2825.25,2829.738577,370812101015
27176.25,27171.33637,370812101015
2310.25,2309.554983,370812101015
24463.25,24467.32144,370812101015
9589.5,9591.104465,370812101015
3295.5,3292.494284,370812101015
73577,73605.93573,370812101015
1009,1010.78618,370812101015
960,961.2208056,370812101015
6820.5,6821.049859,370812101015
32899.75,32903.14926,370812101015
8623,8624.489078,370812101015
10217.75,10219.61504,370812101015
3748,3756.892799,370812101015
9988,9996.670704,370812101015
8991,9000.266606,370812101015
1554.25,1556.816558,370812101015
10557,10564.11415,370812101015
1336.5,1328.253771,370812101015
4781.5,4781.274615,370812101015
6917.25,6902.59858,370812101015
333.25,332.9736637,370812101015
204,203.3443544,370812101015
630,629.4837937,370812101015
41509.25,41486.86707,370812101015
13624.5,13624.15394,370812101015
2585.5,2585.88897,370812101015
3799.5,3799.889865,370812101015
1649.75,1649.988825,370812101015
576,581.926157,370812101015
491.25,477.9695699,370812101015
1285.75,1285.553978,370812101015
19552.25,19551.59886,370812101015
4196.75,4196.400218,370812101015
1241.25,1240.569474,370812101015
4364.75,4368.664502,370812101015
304.75,305.8218672,370812101015
31526.75,31524.59947,370812101015
315.75,316.4186327,370812101015
210.5,210.0563724,370812101015
27455,27456.16027,370812101015
977.5,975.9944404,370812101015
5192,5191.547716,370812101015
9252.5,9252.563492,370812101015
2715,2719.283865,370812101015
6008.5,6012.339886,370812101015
8562,8566.923149,370812101016
6698.5,6699.260861,370812101016
9398,9404.191844,370812101016
22646,22649.02358,370812101016
344.75,349.9994208,370812101016
1628.75,1627.654134,370812101016
233.5,235.2352349,370812101016
354.75,353.7149765,370812101016
227.75,229.8371868,370812101016
974.5,973.1987456,370812101016
474.75,473.5853753,370812101016
315,310.7957407,370812101016
1687.75,1697.432134,370812101016
1026.5,1027.79355,370812101016
1773.25,1776.91866,370812101016
4730.75,4731.414677,370812101016
887.75,887.2300913,370812101016
10583.5,10581.69637,370812101016
12890.5,12890.41257,370812101016
1169,1168.471099,370812101016
1980,1979.889604,370812101016
3267.5,3266.102777,370812101016
1477.5,1474.201785,370812101016
652.75,648.3847916,370812101016
870.25,872.1216982,370812101016
2510.75,2510.532766,370812101016
5333.75,5329.625778,370812101016
3578.5,3571.352896,370812101016
1901.75,1902.660224,370812101016
5003,5003.663638,370812101016
1762.75,1761.580776,370812101016
1551.25,1551.78993,370812101016
4278.5,4299.61143,370812101016
694,691.9277399,370812101016
430.75,431.1139706,370812101016
566.75,567.2678187,370812101016
824.25,824.0053465,370812101016
459,462.4294403,370812101016
47905.5,47913.87541,370812101016
3442.25,3441.882572,370812101016
28331.5,28328.27484,370812101016
2193.5,2190.711732,370812101016
36745.5,36742.4073,370812101016
20769.75,20771.85301,370812101016
1932.5,1932.177123,370812101016
666,666.8913139,370812101016
14736.5,14731.2794,370812101016
23513,23514.05643,370812101016
23080.25,23080.14651,370812101016
2554.25,2554.503536,370812101016
2940.5,2941.000788,370812101016
6124.5,6126.728261,370812101016
253.75,253.3444799,370812101016
3071,3067.436866,370812101016
6347.5,6346.207448,370812101016
23741,23742.85503,370812101016
15549,15549.77092,370812101016
160.75,160.798494,370812101016
11385.5,11385.99398,370812101017
22068.5,22068.58578,370812101017
39254.75,39252.44412,370812101017
7594,7593.17747,370812101017
41268,41263.37837,370812101017
8782.25,8783.809046,370812101017
2998.75,2998.123381,370812101017
27353.5,27354.78739,370812101017
29226.5,29230.49704,370812101017
10377.75,10371.48838,370812101017
19222.5,19222.78369,370812101017
3881.5,3881.934938,370812101017
6613,6613.543565,370812101017
9542.5,9538.74734,370812101017
11508.75,11507.0793,370812101017
2924.5,2924.238122,370812101017
978.75,978.4618406,370812101017
1671.75,1672.207145,370812101017
1200.75,1201.579909,370812101017
1232,1232.074016,370812101017
3560,3561.099082,370812101017
85022.25,84988.01753,370812101017
19301.25,19302.049,370812101017
5230,5228.312168,370812101017
14368,14367.04041,370812101017
9917.5,9912.770189,370812101017
1509.5,1508.691019,370812101017
7964.5,7959.064025,370812101017
12726.25,12725.69556,370812101017
1280.25,1279.880763,370812101017
1228.75,1231.721421,370812101017
12842,12843.51677,370812101017
363.5,364.9654235,370812101017
229.75,229.2649905,370812101017
336.5,339.5168651,370812101017
267.75,267.9750353,370812101017
3826.25,3825.574148,370812101017
13342,13341.31068,370812101017
1728.75,1729.09558,370812101017
4062.5,4062.577667,370812101017
7094.25,7090.024405,370812101017
3873.5,3873.410507,370812101017
22643.75,22622.11653,370812101017
2207.5,2210.82309,370812101017
21022,21022.17473,370812101017
28358,28372.92081,370812101017
27811.25,27821.81566,370812101017
33947,33947.40274,370812101017
2640,2642.368484,370812101017
13742.75,13742.32055,370812101017
2393.5,2394.951387,370812101017
7472,7470.56068,370812101017
3220.25,3220.016194,370812101017
4100.5,4101.186591,370812101017
912.5,912.514106,370812101017
8780.25,8780.031651,370812101017
5647.5,5647.500901,370812101017
5796,5795.063624,370812101017
847.25,848.1390643,370812101017
2365.75,2373.517019,370812101017
287.5,287.050746,370812101017
161.25,163.8267203,370812101017
148.75,148.8983167,370812101017
175.5,175.719178,370812101017
43538.25,43537.9004,370812101018
44278.75,44277.87448,370812101018
12174,12180.05074,370812101018
23374,23376.20982,370812101018
61082.75,61083.05833,370812101018
7166,7197.093886,370812101018
3843.25,3844.738718,370812101018
7731.75,7736.358093,370812101018
2177.25,2176.4791,370812101018
4612.25,4626.386141,370812101018
31474.25,31474.67477,370812101018
8410.5,8415.994746,370812101018
3878.75,3877.560025,370812101018
23663,23652.77163,370812101018
1267.25,1271.37301,370812101018
1105.25,1106.549258,370812101018
943.5,953.5205456,370812101018
85994.25,86002.78396,370812101018
33810.25,33804.81295,370812101018
9903.25,9903.864001,370812101018
31415.5,31413.9705,370812101018
1928.25,1925.459727,370812101018
7751.25,7747.453031,370812101018
12289.25,12289.61239,370812101018
1802.75,1803.367199,370812101018
4279.75,4287.434985,370812101018
1254.75,1255.203623,370812101018
45686.75,45685.43698,370812101018
1957.5,1958.020303,370812101018
3786.25,3787.012879,370812101018
1411,1409.967795,370812101018
2499,2500.355991,370812101018
611,610.238958,370812101018
1100.5,1099.032401,370812101018
1125.5,1125.293042,370812101018
4270.5,4256.647158,370812101018
209.25,206.7198098,370812101018
486.75,485.0052337,370812101018
3933.5,3938.056109,370812101018
7974.5,8001.763877,370812101018
36586.25,36586.1963,370812101018
784.75,787.6212742,370812101018
2147.5,2148.178743,370812101018
416.5,417.4003197,370812101018
1042,1041.852937,370812101018
53147.75,53148.46018,370812101018
65283,65312.06717,370812101019
8414.25,8413.063063,370812101019
13135.25,13121.44225,370812101019
14806.75,14810.61982,370812101019
10960.25,10946.62273,370812101019
6987.5,6989.2141,370812101019
4109.25,4108.944121,370812101019
7874.5,7864.72078,370812101019
3994.75,3974.46064,370812101019
6036.25,6037.891087,370812101019
1633.5,1633.719584,370812101019
10776.25,10778.57758,370812101019
2509.25,2511.168313,370812101019
35825,35828.3244,370812101019
49687.25,49688.28834,370812101019
2192,2200.913034,370812101019
996.5,995.1737445,370812101019
433.75,433.104722,370812101019
9342.25,9343.009634,370812101019
24617.75,24639.00203,370812101019
44612.25,44614.23247,370812101019
6903.25,6892.13885,370812101019
41185.25,41190.38827,370812101019
41885,41878.49772,370812101019
18024.5,18021.22175,370812101019
11398.5,11393.12504,370812101019
1611.25,1613.754488,370812101019
2558,2589.864536,370812101019
4471.75,4466.517743,370812101019
616,617.0719985,370812101019
2933,2932.889754,370812101019
1307.5,1306.513011,370812101019
884.5,883.4867937,370812101019
405,404.641989,370812101019
47537.5,47546.59779,370812101019
46307.75,46304.18531,370812101019
5637.5,5638.332046,370812101019
531.5,533.3742657,370812101019
489.75,488.3306957,370812101019
136.75,138.4476196,370812101019
636.25,637.7551922,370812101019
347.25,346.8776853,370812101019
80,77.72126076,370812101019
29150.75,29150.44466,370812101019
1576.25,1574.418363,370812101019
13619.5,13624.20827,370812101019
1208.25,1209.544229,370812101019
548.5,548.4431943,370812101019
2297.25,2296.835602,370812101019
835.75,835.6277719,370812101019
317.75,317.5122156,370812101019
2276.25,2275.44697,370812101019
690.5,689.6518164,370812101019
593.25,590.6212542,370812101019
11791,11794.88833,370812101019
53902.25,53908.75546,370812101019
3959.5,3961.480939,370812101019
837,837.1661119,370812101019
4251.5,4247.091075,370812101019
91264.5,91259.27054,370812101019
35387,35379.7486,370812101019
7451,7452.983153,370812101019
30475.25,30470.48446,370812101019
9950,9950.283464,370812101019
4483.5,4477.026592,370812101019
1524,1539.425831,370812101019
6176.75,6176.94381,370812101019
23316,23327.4902,370812101019
7710.75,7705.17828,370812101019
666.25,664.2940084,370812101019
825,821.9754062,370812101019
396.5,395.5037327,370812101019
373.25,372.4987703,370812101019
56384.5,56391.5413,370812101019
283.5,284.7113091,370812101019
51017.25,51014.72225,370812101019
42575.75,42572.80066,370812101019
495,491.9315276,370812101019
729.5,728.508656,370812101019
144.25,144.103397,370812101019
343.25,338.5824735,370812101019
8599.5,8601.681036,370812101019
53480.75,53480.74811,370812101019
27283.5,27280.46679,370812101019
5794,5791.061836,370812101019
8714.75,8719.725256,370812101019
20091.75,20098.39457,370812101019
31967,31969.58916,370812101019
120.25,123.1950465,370812101019
159.25,156.1924586,370812101019
11367,11366.50077,370812101019
1207.25,1206.690678,370812101019
11324.5,11325.87513,370812101019
52671.75,52668.31476,370812101019
56582,56578.98042,370812101019
382,382.7537847,370812101019
480.75,482.9134755,370812101019
264.75,267.4269362,370812101019
80,81.55845014,370812101019
32240,32240.32565,370812101020
37441.75,37442.98153,370812101020
27900,27898.48549,370812101020
2880.5,2879.02596,370812101020
54963,54952.56795,370812101020
59167.5,59171.36791,370812101020
27318.75,27314.33875,370812101020
28714.25,28734.42877,370812101020
50370.5,50374.36309,370812101020
62309.25,62310.78996,370812101020
5692.5,5688.039345,370812101020
3310.25,3309.294866,370812101020
1227.5,1228.937405,370812101020
416.75,416.3864616,370812101020
757.5,757.6068347,370812101020
309.5,308.6120656,370812101020
474.75,476.0082761,370812101020
869.25,870.5104988,370812101020
2566.25,2565.534572,370812101020
5136.75,5138.596764,370812101020
32830.25,32841.07112,370812101020
25170.5,25173.13892,370812101020
4212.75,4212.8461,370812101020
24944.25,24957.43514,370812101020
44637.25,44644.98275,370812101020
16893,16898.63714,370812101020
15134.75,15134.59622,370812101020
38745.25,38742.43282,370812101020
1907.25,1907.332577,370812101020
6053.5,6053.36807,370812101020
12454.25,12457.49883,370812101020
17571,17567.21405,370812101020
7577.25,7578.036448,370812101020
15118.5,15116.42938,370812101020
828.25,822.5884261,370812101020
355,351.1819472,370812101020
78.5,78.666947,370812101020
1947.25,1952.027685,370812101020
5467.25,5460.13625,370812101020
53452.5,53505.28823,370812101020
439.75,440.0266932,370812101020
188,185.1772844,370812101020
164.75,162.6085914,370812101020
61,62.6884739,370812101020
149.75,149.8258096,370812101020
125.25,126.6209801,370812101020
961.5,961.5344446,370812101020
6735.75,6736.210256,370812101020
476,476.9177282,370812101020
312.5,311.9598849,370812101020
7412,7391.693691,370812101020
26906.25,26903.82826,370812101021
580,583.3509239,370812101021
308.25,305.484202,370812101021
2868,2870.574029,370812101021
1359.5,1358.702747,370812101021
5725,5725.311837,370812101021
17644.5,17644.64035,370812101021
57118,57118.17056,370812101021
51718,51724.33869,370812101021
4020.5,4019.880251,370812101021
4914,4912.157243,370812101021
5895.5,5896.859998,370812101021
33030.75,33034.09039,370812101021
129023,129027.7588,370812101021
86643,86641.49007,370812101021
110604.5,110593.5022,370812101021
18107.5,18116.44241,370812101021
1082.75,1082.121572,370812101021
8171.75,8172.821787,370812101021
12697.25,12696.74103,370812101021
7992,7990.769222,370812101021
47750.75,47752.81284,370812101021
48722.5,48720.28771,370812101021
4427.5,4434.240863,370812101021
6258.5,6259.27495,370812101021
59613.75,59612.03364,370812101021
3773.75,3773.423392,370812101021
4167.25,4166.721836,370812101021
28726.5,28728.29121,370812101021
32252,32247.06512,370812101021
5281.75,5283.0967,370812101021
75856.75,75855.02187,370812101021
31512.25,31508.93054,370812101021
10702,10700.21359,370812101021
19427.75,19429.50388,370812101021
29599,29599.11821,370812101021
31405,31405.67174,370812101021
12726.25,12766.66422,370812101021
506,505.9280163,370812101021
6462.5,6462.817003,370812101021
6834.25,6834.416091,370812101021
43282.25,43279.73124,370812101021
6162.5,6170.868814,370812101021
54992,54989.67316,370812101021
58871.75,58867.9555,370812101021
46854.5,46853.21824,370812101021
30352.75,30352.96988,370812101021
2226.5,2225.954213,370812101021
12427,12434.66213,370812101021
25136.25,25136.32822,370812101021
10666.25,10667.08895,370812101021
1966.75,1968.380899,370812101021
95.5,95.89146646,370812101021
110.25,110.7596917,370812101021
528,529.100444,370812101021
2417.25,2418.685141,370812101021
5087.5,5088.740597,370812101021
20024.25,20025.96979,370812101021
13623,13620.62993,370812101021
467,464.9636829,370812101021
185.5,185.3686165,370812101021
337.75,337.7107879,370812101021
101.5,98.62462992,370812101021
97.5,98.63808542,370812101021
100.5,111.6680568,370812101021
74,70.68935428,370812101021
2982.5,2984.965181,370812101021
1069.25,1069.719684,370812101021
30868.75,30868.73178,370812101022
23562.5,23564.4428,370812101022
41639.75,41641.27856,370812101022
20271,20268.57478,370812101022
26029.75,26028.22212,370812101022
21245.5,21240.58877,370812101022
58730.25,58731.71964,370812101022
34253.25,34253.65823,370812101022
17027.5,17027.74216,370812101022
3091.5,3089.788515,370812101022
1696.25,1694.133005,370812101022
3269.25,3269.501913,370812101022
15748.75,15746.41425,370812101022
1965.5,1965.906512,370812101022
28597.5,28595.12205,370812101022
3455.25,3455.404107,370812101022
1634.75,1631.252022,370812101022
2438.5,2438.411926,370812101022
698,696.6521997,370812101022
2171.5,2172.568475,370812101022
996.75,997.7577915,370812101022
2325.5,2325.741361,370812101022
1995.25,1993.87004,370812101022
1776,1775.986322,370812101022
727,726.8325336,370812101022
1159.75,1158.620255,370812101022
8770.5,8768.473273,370812101022
4389.25,4390.151744,370812101022
15764.5,15762.10445,370812101022
37669.5,37664.94755,370812101022
65000.75,65001.90462,370812101022
10871,10871.50095,370812101022
69872.25,69875.82652,370812101022
32394.75,32391.92732,370812101022
2551,2551.002673,370812101022
19983.25,19985.0824,370812101022
35952.75,35941.14027,370812101022
974,971.2999978,370812101022
3188.75,3189.163939,370812101022
165234.75,165256.7135,370812101022
7969.5,7964.232458,370812101022
22789.75,22791.25569,370812101022
19903.25,19904.7123,370812101022
23155.25,23149.3672,370812101022
2721.5,2721.040092,370812101022
2938.75,2939.245516,370812101022
6361.25,6361.847895,370812101022
7725.25,7725.590133,370812101022
3032.25,3033.894217,370812101022
2428.5,2427.732801,370812101022
5508,5506.251919,370812101022
14139.5,14139.16826,370812101022
2617.5,2616.387679,370812101022
4993.5,4984.205953,370812101022
697.75,698.4268305,370812101022
763,767.0637579,370812101022
55298,55299.91866,370812101022
81432,81438.80332,370812101022
18457.75,18456.91548,370812101022
4432.75,4433.048181,370812101022
5027.75,5018.417042,370812101022
2052.75,2062.154093,370812101022
16420.25,16419.90092,370812101022
510,505.9351616,370812101022
397.5,397.6164092,370812101022
180.25,184.0521086,370812101022
255.75,253.9712546,370812101022
250,252.1266711,370812101022
67280.25,67278.7773,370812101022
2,1.883177154,370812101022
3041.5,3039.97435,370812101022
3257.75,3254.291625,370812101022
355.75,355.8497613,370812101022
333.5,333.2246377,370812101022
78.75,78.89751299,370812101022
7177.25,7174.8005,370812101022
7316.75,7315.553276,370812101022
330.5,330.6295144,370812101022
6526.5,6524.926034,370812101022
2840.25,2840.817349,370812101022
32114.75,32158.82618,370812101022
56690.25,56735.28697,370812101022
14242.5,14272.02805,370812101022
61357.5,61355.18288,370812101023
55988.75,55989.61589,370812101023
3671.25,3667.656925,370812101023
48823,48838.30099,370812101023
48076.75,48077.63395,370812101023
56609.5,56612.70183,370812101023
19377,19374.82954,370812101023
31650,31647.88512,370812101023
1433.75,1435.202769,370812101023
59492.5,59502.52619,370812101023
53987.5,53987.85977,370812101023
16113,16112.08288,370812101023
29395.75,29396.80027,370812101023
60166.75,60197.09228,370812101023
20627.25,20625.3474,370812101023
34063,34045.87668,370812101023
16261.75,16257.14442,370812101023
15171.5,15184.41456,370812101023
19334.25,19327.88208,370812101023
30371.25,30367.49217,370812101023
17339,17335.97687,370812101023
13709.5,13708.94255,370812101023
1451.75,1452.373275,370812101023
19712.25,19710.02741,370812101023
393.25,390.0428754,370812101023
559.25,559.4946625,370812101023
7570.75,7563.104796,370812101023
14068.25,14072.38862,370812101024
35238.75,35246.19956,370812101024
39861.75,39869.52908,370812101024
40018.75,40018.42249,370812101024
2160.25,2155.835752,370812101024
12787,12785.8809,370812101024
5262,5264.463336,370812101024
56839.25,56850.39099,370812101024
74304.75,74325.65369,370812101024
6773.75,6787.271872,370812101024
21758.75,21770.68812,370812101024
36682.25,36678.67683,370812101024
25521.5,25520.49256,370812101024
10791.75,10787.05866,370812101024
14268.5,14251.80622,370812101024
22591.25,22592.40396,370812101024
39884.25,39884.39329,370812101024
2313,2312.595657,370812101042
846.25,846.4476375,370812101042
3016.5,3005.362008,370812101042
5840.25,5844.825781,370812101042
9843,9861.144305,370812101042
18075.75,18079.26819,370812101042
26737,26734.23957,370812101043
49527.5,49528.31505,370812101043
344.75,347.1387929,370812101043
1721.75,1716.437448,370812101043
352.75,352.7359585,370812101043
206.25,206.2884578,370812101043
1202.5,1200.319407,370812101043
1242.5,1241.398559,370812101043
132.25,131.8275933,370812101043
621.75,620.0962191,370812101043
3174.75,3158.978264,370812101043
14261.75,14258.91136,370812101043
5083,5084.769093,370812101043
6643.75,6643.258034,370812101043
1058.5,1059.092508,370812101043
25489.25,25505.26669,370812101044
36726,36720.53912,370812101044
49604,49604.2504,370812101044
23081,23084.96113,370812101044
2308.5,2308.001184,370812101044
5793.75,5799.452191,370812101044
5444.25,5444.47105,370812101044
22051.75,22050.7496,370812101044
7006.25,7006.664232,370812101045
